date,content
2019,Yep. @DelTaco is the first Mexican fast food chain to offer plant-based Beyond Meat® tacos two ways: BEYOND TACOS loaded with fresh shredded cheese 🧀🧀🧀 and #vegan BEYOND AVOCADO TACOS 🥑🥑🥑. You can sub @BeyondMeat in any Del Taco menu item! #AD https://t.co/D7pSu8KVYh
2019,"@TFordATC @OaklandMBB @KathleenOFord Hey Tom...are you guys making your own food for your tube feeds? I've been on Boost VHC, but looking to go plant based and ditch dairy. Curious what you are doing to get to 3Kcal daily."
2018,"Want a healthy lunch, but short on time? Our grab n’ go fridge makes it easy. From our signature kale salad, taco salad, hummus bowl to the bean salad, we have plant-based, whole food that will fill you up and fuel your day! https://t.co/v92hGmG9pt https://t.co/hNvYTbh0Uo"
2018,"It seems like the trend now is for restaurants to offer vegetarian burgers that taste/look/act like meat, but I’m not about that life! Thanks to Aurora &amp; others like them for proving that plant-based foods can be delicious w/out pretending to be something they aren’t 🙃🍔"
2018,"Our Veterinary Assistant students went to the Tulsa Zoo to study the different ruminant animal there! 
Ruminant animals are mammals that are able to acquire nutrients from plant-based food by fermenting it in a specialized stomach prior to digestion. 
Thanks, Tulsa Zoo!
#CCC #VA https://t.co/AIyp4kBxVL"
2018,"It doesn't bother me if you're vegan or vegetarian. Just own it and stop looking for meat substitutes. Eat your plant based food and be happy.

What's for dinner?: Cauliflower nuggs not ""Vegetarian Boneless chicken Wings""

Seriously. Stop. https://t.co/MiaczgoH1b"
2018,I would love to see exit signs with plant based fast food signs saying off the exit to the right for quick fresh snacks and smoothies. Wouldn’t that be cool ? It can’t be that hard to do. #letsbethechange
2018,"hello, i just spent $70 on plant based food at walmart. come buy a home cooked meal to help me support my veggie habit."
2017,@BrentSpiner My turkey fed on plenty of plant-based foods. It made him delicious.
2017,"Check this out: A diet rich in plant-based, whole grain foods can support the prevention of Osteoporosis! https://t.co/6R6h07TSUJ https://t.co/tFhTKRWwAW"
2017,"How I Cured My Chronic Pain with a Whole-Food, Plant-Based Diet https://t.co/tZo1mrGQqH via @ForksOverKnives"
2016,"Millennials and A Plant-Based Diet. Better Food, Better Choices. https://t.co/KwGWjtSzri #PlantBasedDiet #Millennials via @tcolincampbellf https://t.co/LlsGL730Nb"
2016,Veganism Versus A Whole Food Plant-Based Diet: What's The Difference? #Vegan #PlantBased https://t.co/VRNEjp56di https://t.co/wuI8JOchaA
2016,Veganism Versus A Whole Food Plant-Based Diet: What's The Difference? by @cfdgirl https://t.co/cLR8QG4gJ1 https://t.co/XtL8eybRGi
2016,"@GloriaLordKing That said, I am 100% a believer in the benefits of a whole foods plant based diet. Glad to hear you're moving that way!"
2014,I get so pumped after watching Engine 2 Kitchen Rescue. It inspires me each time to support and consume a whole food plant based diet! :)
2014,Tried @tamazulokc tonight... Seriously had no idea plant based food could taste THAT GOOD!... Not to mention it was @KeepItLocalOK !
