Datetime,Tweet Id,Username,Text
2020-12-29 15:23:48+00:00,1343940792465960961,QUEENONYXXVA,"Bae and I have been plant based for a while. We decided to “enjoy” some meat for the holiday. We feel TERRIBLE. We are exhausted, annoyed,we feel heavy and are easily annoyed. Also, the amount of PHLEGM omg. Never again."
2020-12-29 14:42:56+00:00,1343930507948683264,the_meat_lady,I need an inventory app for tracking movement of certain inventory through production. Anyone using a very simple app based platform that can track flow of goods? (This is tracking bags and boxes into a beef plant.) Ideas?
2020-12-29 14:28:48+00:00,1343926951799640065,lexinchi,Plant based meat? No thank you
2020-12-29 14:24:03+00:00,1343925753243697152,AbbortSlang,"I really really hope they manage to get that plant-based meat right, wouldn't that lower the price of meat-based products too?"
2020-12-29 13:30:00+00:00,1343912153116409857,Kieranleehill,"Things i'm hyped about seeing in 2021 🔥

👉 A VC Podcast about VC Podcasts 🗣️
👉 A Rolling Fund for Rolling Funds 💱
👉 A Plant Based Meat made up of all Plant Based Meats 🍲
👉 A Platform that buys and operates Platforms that buy and operate Amazon brands 💰

What about you?"
2020-12-29 13:00:06+00:00,1343904627226521601,_braatzie,I might have to stop making depression jokes to my mom. we’re having a casual convo about aging &amp; she goes “I read that a plant based diet can add 5-10 years to your life. you may want to start eating more meat depending on how long you want to be on this planet.”
2020-12-29 12:34:33+00:00,1343898197807153153,nanse01,"The gluten-free marketing engine is a ploy by the meat industry. Many vegan meat alternatives are made with vital wheat gluten and have the same amount of protein as chicken. If you’re not celiac, gluten should be a staple in a plant based diet. #glutenfree #plantbased"
2020-12-29 06:26:48+00:00,1343805648811651080,meluniieee,my postmates order got mixed up with someone else nd in the worst way smh.. i got some meat lovers meal 😔 nd they got a plant based one
2020-12-29 05:26:22+00:00,1343790440861093890,gwyneth_yvonne,"Congrats @McDonalds on the announcement of your new plant-based meat line. I am joining @AnimalOutlook to let you know that consumers are ready for a plant based option. I have a proprietary vegan chick’less sandwich recipe , would love to speak with and exec ‼️‼️"
2020-12-29 04:58:53+00:00,1343783524936118272,cuteween,"Congrats @McDonalds on the announcement of your new plant-based meat line. I am joining @AnimalOutlook to let you know that while an exec said ""when customers are ready for it, it will be ready for them,"" we have been ready and cannot wait to try the McPlant burger next year."
2020-12-29 04:07:18+00:00,1343770542780772354,nettleton444,Take corporations out of Politics. Their influences are killing us. Plant based diets to be encouraged. Meat industry out of our lives. No influence in our government. LOBBYISTS OUTLAWED! Make it so !!!@JoeBudden @KamalaHarris @katieporteroc @ewarren @SenSanders
2020-12-29 01:50:51+00:00,1343736206475980802,ze_Ri,"I learnt a new term today : Flexitarians – “flexible vegetarians” who eat mostly plant-based foods but allow for meat and dairy in moderation""

Do we really need to give a name to everything?"
2020-12-29 01:35:01+00:00,1343732219970465792,CheattheStreet,"Congrats @McDonalds on the announcement of your new plant-based meat line. I am joining @AnimalOutlook to let you know that while an exec said ""when customers are ready for it, it will be ready for them,"" we have been ready and cannot wait to try the McPlant burger next year."
2020-12-29 01:02:15+00:00,1343723975764025344,GrapeJuiceMe,I start a plant based diet for 21 days next Monday. I’m going hard on the meat this week 🌚
2020-12-29 00:38:11+00:00,1343717916479516673,tater_1996,"I’m convinced McDonald’s doesn’t offer a plant-based meat alternative because their meat is fake anyways. 🤷🏽‍♀️ Literally the most trash fast food spot in terms of options for vegetarians. I legit can only eat fries, apples, and desserts..."
2020-12-28 23:54:52+00:00,1343707017219739648,SalsaGawd,If I was president my first act would be abolishing the plant based sections in grocery stores and replacing them w meat based meat
2020-12-28 23:23:33+00:00,1343699134579093513,DjenericDan,Plant based alternatives to meat are cool and all but I just wanna eat a kangaroo burger.
2020-12-28 22:41:19+00:00,1343688507664031744,ilovee_chachi,Not eating meat for a while taught me a whole lot about food and introduced me to new recipes. I truly won’t ever stop eating plant based foods 💗
2020-12-28 22:17:13+00:00,1343682444940214278,_TheNadi,I really wish skyline would make a plant based  meat chili so that I can stop pretending that I prefer gold star. It’s hurting my spirit.
2020-12-28 22:05:51+00:00,1343679582046625793,StacieS37649844,"By time I reach nursing home stage of life they'll be serving avocado toast, plant based meat like Facon (fake bacon) and non white bread products... I'm not at all ok w any of that.  Who gonna come visit me w  pillow treatment in those years ?"
2020-12-28 20:11:36+00:00,1343650831405637632,Sweet_Doom,The wife switched out our usual hamburger meat with a plant based one and I thought it was delicious. If they get that price down they might be on to something.
2020-12-28 19:49:18+00:00,1343645220462874624,MikeMongo,I should buy stock in @RedsBurritos. Their plant-based meat burritos are practically a food group in my house.
2020-12-28 19:15:56+00:00,1343636821234876416,LeBarnesJames,"Go plant based for a while and either completely cut out or dramatically cut down the amount of meat you eat for a significant amount of time.

Meat does have a weird ass taste."
2020-12-28 17:59:59+00:00,1343617707179188225,squallbunny,"Ugh. I love the wide variety of plant-based substitutes for meat items but I do not need or want that *red juice*.

That's kinda the whole reason I'm not eating meat, y'all. I miss the taste but not... that."
2020-12-28 17:48:28+00:00,1343614808130785283,squeezefootball,"things we never thought we’d ask 

has anybody else given up meat &amp; is there any plant based stuff that people recommend to make the transition easier? 

cheers."
2020-12-28 17:29:20+00:00,1343609993216614403,PiyushLohana4,"$BFI @BURGERFI 
Apart from fact that I enjoy BurgerFi burgers, I think their fast-casual “better burger” concept is well positioned to grow given their all-natural meat, plant-based meat, and online/in store dining experience."
2020-12-28 16:17:32+00:00,1343591924477947905,DakimBey913,"I never innerstood th purpose of spending so much time to make plant based meat look-a-likes, why make Vegetables or Fruit  look like MEAT when you can just eat et as Nature intended? Lol 😹"
2020-12-28 15:14:37+00:00,1343576092460916737,1eternalsage,So Queen is you plant based plant based? Like you don’t eat NO meat at all 😏*lightskin n^gga squint*
2020-12-28 13:03:12+00:00,1343543022005460992,JoAnneHnyc,"I made the most delicious Pasta e Fagioli last night for dinner. I dreamt about eating it in my sleep. 😱 My daughter doesn’t eat meat so I used plant based crumbles, and it turned out so delicious, the rest of the family didn’t even notice. 😋"
2020-12-28 11:03:28+00:00,1343512887155970049,BloomwithShay,Plant based but I’ve gotta reduce my meat consumption even more
2020-12-28 05:00:59+00:00,1343421666915827713,Remi_Rogers,"There's been a proliferation of meat substitutes over the last few years, but there's no plant-based little smokies readily available. Really makes you think."
2020-12-27 22:56:40+00:00,1343329982223953920,MeloRozzo,If you eat plant based sausages u might as well keep eating meat you love it too much 😂
2020-12-27 20:00:56+00:00,1343285758275112961,jackeebee,My mom made me some red tamales with plant-based meat and they came out SO good. Everyone’s been eating them more than the regular pork ones lol
2020-12-27 15:33:29+00:00,1343218452287381504,KCJonathan15,"People are wearing masks on mountain bike trails (by themselves)...😞
Men...read everyday, buy guns, lift weights, plant a garden, eat meat, find a based woman that understands you’d die protecting her and pray we get at least a few more years of Chiefs football. 🙏"
2020-12-27 15:15:51+00:00,1343214013023473665,SoupLivingston,I’m not knocking vegans in anyway but what’s the point of plant based foods imitating meat products? Is it a transition mechanism? Sense of normalcy? I just need to be informed.
2020-12-27 13:30:18+00:00,1343187452199120896,_ari_chanelle,The way ppl thrust themselves into plant-based diets when they don’t even eat vegetables as meat eaters 💀Going vegan ain’t the remedy to your poor eating habits let’s start there.
2020-12-27 10:46:41+00:00,1343146276339200000,diogojoma,"Things I most regret in 2020:

Engaging twitter fights between plant-based vs meat eaters.

Notifications don't stop for days with confirmation biases noise."
2020-12-27 08:32:09+00:00,1343112418491248641,kaelynalex_,tl sleep: sometimes i be missing meat 😭😭 but anytime i even think about it i just see the poor animal in my head dying and realize humans are shitty... eat plant based
2020-12-27 06:15:24+00:00,1343078008001687552,childishmina,I love plant based meals who wanna eat meat products all day
2020-12-27 01:27:18+00:00,1343005501597093889,michael_jubiter,"Business News

The plant-based meat industry has grown into a $20 billion business — but challenges remain - CNBC

Entrepreneurstreet"
2020-12-27 00:34:04+00:00,1342992108844580865,VallyOMally,"Hit me with your favorite plant-based, nut-free meat alternatives, please."
2020-12-26 23:14:03+00:00,1342971970841956353,SiregarPhoebe,I want to eat plant based meat and go totally meatless but like ...... Duffys hot wings 😭
2020-12-26 18:11:15+00:00,1342895769620152320,angellove917,Cutting out red meat has saved my life. I only eat chicken and Turkey now as I transition to fully vegetarian. But 70% of my meals lately have been strictly plant based! I’m so proud of myself
2020-12-26 17:55:29+00:00,1342891800449703936,nalasafiya_xo,People really look you weird when you say you want to cut meat of your diet and go plant based. Then act like something is wrong with you. Yet they’re still eating chitlins. Gtfo my face lol
2020-12-26 16:59:11+00:00,1342877632631857152,kabbsss,We’re trying plant based meat in tacos tonight and I’m hyped
2020-12-26 16:45:17+00:00,1342874131642126336,adeezy244,"I love meat but I feel it's inevitable plant based is the future. We see steak dinners as celebration , gen Z will see it as cows packed in slaughter houses, unlivable conditions etc for meat and protein that can easily be substituted by a healthier alternative"
2020-12-26 15:28:18+00:00,1342854759607398403,Lorenakrystal,Oh and last night my mom made a full vegan dinner just to accommodate me 🥲 she made a beautiful vegan meatloaf from scratch 100% plant based and didn’t even use the typical meat replacements
2020-12-26 13:41:33+00:00,1342827894456930305,TheWeebl,"I love meat, but I'm going to try and eat a whole lot less of it next year because it's the right thing to do. These new plant based meats are actually pretty good."
2020-12-26 12:47:48+00:00,1342814368220770304,KingWenclas,"Using the word ""meat"" for plant-based anything is a total corruption of language."
2020-12-26 11:12:47+00:00,1342790455902273536,NeveenHasera,"New things to learn 🤓

There are concepts that are similar to vegan and veganism are;
#vegetarian, #pescatarian and #plant_based. 

Vegetarians will eat eggs and dairy 🥚🥛products but won't eat meat or fish, 🐟🍖

📍whereas a pescatarian includes fish but no meat.
#English"
2020-12-26 05:12:32+00:00,1342699799414415360,LaadyVeronica,"I might go pescatarian 🤔 I enjoy eating primarily plant based but find myself craving fish &amp; things... 

I’ve heard if you’re plant based/vegetarian/vegan and craving meat, it could be a sign you’re missing something from your diet."
2020-12-25 21:20:36+00:00,1342581031971516420,ReCreeated,"If i cook my plant based meat in bacon fat, is it cheating?"
2020-12-25 19:33:49+00:00,1342554159136948224,miguel__661,"Being pescatarian with a meat eating family and girlfriend with her family ...

My family: here’s some freshly made pozole !

Me :ooo nothing non meat ? Ooo I guess I’ll eat the left over plant based curry my girlfriend made 🙂 merry Christmas!! ☺️"
2020-12-25 19:14:26+00:00,1342549278934360070,haroldpollack,"One nice move for me in 2020 has been to start shifting my protein consumption from meat to plant-based products. I like beyond meat, impossible burgers, etc.  just fine. Reduces my carbon footprint. Less cruelty to animals."
2020-12-25 16:57:20+00:00,1342514776468054016,darth_law,"people who have been vegetarian/vegan/plant-based for a while -- do people ever, ever stop saying ""do you mind if i eat meat?"""
2020-12-25 13:50:10+00:00,1342467675843387392,s0psychedelic,"Me : “Yeah, I’m really trying to eat a more plant based diet”

My family : buys 6 different types of meat for Christmas"
2020-12-25 13:26:59+00:00,1342461841193238528,MsResJudicata,"2020 Trend: Meat the Future Cell-Cultured Meat &amp; Vegan “Meat”

A few years ago, highlighted was plant-based meat alternatives, then cell-grown, lab cultured meat. 

Last year, it was noted cell grown seafood (finless fish) as well as lab-created dairy."
2020-12-25 05:32:22+00:00,1342342401847943168,7kids4sara,🌱 Plant based meat is the same thing as synthetic weed. If it ain’t real 💯 I don’t want it!
2020-12-25 04:40:15+00:00,1342329284338323456,4_Star_General,"I’m done. No more Beyond or Impossible “meat” for me. It’s all processed and hyper processed at that. Thinking I’m doing something and all I’ve been doing is killing myself eating that stuff. From now on all veggie and plant based burgers, I will make on my own."
2020-12-25 03:32:15+00:00,1342312170348978176,iSigmaa,"My father, jeremy, and Brendan refuse to respect Clay being vegetarian. ""We should sneak meat into his food!!1! All meat is plant based if you think about it !!1!"" What the actual FUCK."
2020-12-24 16:27:11+00:00,1342144800968028160,RejysCowan,"Spiritual Download today: Eat less meat. More plant-based. As light beings, we need food of the light... aka photosynthesis"
2020-12-24 16:24:28+00:00,1342144117841616897,Nuyiiin,"with the whole meat scandals going on rn, i’m more convinced to go on plant based in 2021 🙂"
2020-12-24 16:17:39+00:00,1342142402358882309,Banshee_txt,"When your family recognizes you as plant based, but also acknowledges that you are still the undisputed Mistress of Meat in the household 💜🍖"
2020-12-24 14:28:15+00:00,1342114871475761152,akshaychat,"I first learnt about plant based meat while watching 'Explained' on Netflix. It really stoked my curiosity.

I thought that given the increasing contribution of meat consumption to climate change, sooner or later this switch is bound to happen."
2020-12-24 13:57:12+00:00,1342107059995762688,PowahPuffMUVA,"So Meatless January AND possibly February are a GO! I just got a shit ton of plant based ""meat"" and I got a shit TON of ideas!"
2020-12-24 13:47:50+00:00,1342104699533553665,meganponcee,I like that I get to eat plant based meat here 💚
2020-12-24 12:09:45+00:00,1342080017438814209,_ayyjefferson,My first Christmas as vegetarian/plant based. I am shaking cause my house is filled with heavy meat eaters. Mum took out the fat turkey last night and I didn’t even flinch.
2020-12-24 11:40:05+00:00,1342072550780792832,GazRich88,"7 weeks veggie. Was gonna have a day off for Christmas but I’m enjoying a meat free life so much, I’m not gonna bother. Got a plant based wellington for my dinner tomorrow 😋"
2020-12-24 09:30:30+00:00,1342039942671818753,CLewisLEvans,Weird thing’s happened this Christmas in our plant-based household. We’ve discovered we have more choice on Christmas Day mains than meat-eaters AND WE CAN’T QUITE HANDLE IT HENCE THE CAPS
2020-12-24 06:54:42+00:00,1342000731537068032,ojtgdajuice,"The more I learn about the meat industry and going plant based the more I learn about how much of an environmental issue it is not just a lifestyle change. How everybody wants to ignore that farming animals is the cause of deforestation, the oceans, climate change, and droughts"
2020-12-24 06:24:05+00:00,1341993027057946624,qweenofdesastre,I know I’m becoming more &amp; more vegan/plant based bc meat looks so nasty now 🤐
2020-12-24 06:11:00+00:00,1341989736307716102,fuckingfidlar,"i want somewhere to give sample size meat alternatives/plant based products, so I can figure out if I like these plant based foods or not and not waste my money because they make them so fucking expensive"
2020-12-24 04:46:00+00:00,1341968343033544706,thePandaily,".@Unilever said it had expanded its partnership with @BurgerKing to supply its plant-based meat patties for Whopper burgers at restaurants in China, Latin American and the Caribbean. #China24x7"
2020-12-24 03:38:37+00:00,1341951384636203008,SamanthaTheBomb,I don’t really understand why people won’t try food that is plant based (made from plants) but they will eat a piece of unidentifiable mystery meat without hesitation? 🤔
2020-12-24 01:02:13+00:00,1341912026227073025,stankofa,This Baltimore shit run deep cause I’m all “plant based princess 🌱” “I luv animals 🥺” until you put something out the sea on my plate then it’s “the best meat is in the head” 🤦🏾‍♀️
2020-12-24 00:24:05+00:00,1341902429785378818,TaurusSnowFox,"Pizza Hut has plant based sausage 
Burger King got impossible whopper 
Wonder which chain will be next in the meatless meat movement 🤔"
2020-12-24 00:15:05+00:00,1341900165225959424,PetiteAndSweet_,Really being forced to be plant-based. Can still eat meat but like not what I want. I’m in mourning bro
2020-12-24 00:09:39+00:00,1341898798042374144,foxxycandyfloss,My neighbor gave me meat-based dog treats as a Christmas gift to my dogs and idk if I should give it to them. They eat plant-based and are super healthy. I feel bad giving them other animals as food ):
2020-12-23 23:49:42+00:00,1341893777045270528,ohaimattchew,i've been eating vegetarian way more since Hannah is and I must say I do feel a lot higher energy and just overall better on days I don't eat meat. I can see why people stick to strictly plant based diets
2020-12-23 23:43:57+00:00,1341892331281256457,HeC_tha_ConneC,Gonna try to buy a burger from Griffs with no meat so I can take home and slap a plant based patty on it
2020-12-23 20:54:10+00:00,1341849603713331200,coldsodaz,i wanna see if my brother will try eating more plant based w me but my entire family is so annoying about eating meat lmfao when i told them i stopped everyone be lookin at me sideways it’s so stupid 😂
2020-12-23 20:53:41+00:00,1341849481432637441,DMRHerbs,My plant-based diet years (22) are catching up to my meat-based diet years (28). My parents decided for me that I’d start off eating animal flesh. I would later reject the diet they chose for me.
2020-12-23 19:35:30+00:00,1341829804715167744,AmPaleocon,"""You don't need meat or a strong, healthy life... all you need is a plant-based diet and psychedelics."" 

That's the vibe I'm getting from M. Pollan at the moment. @WinterOakPress"
2020-12-23 17:21:17+00:00,1341796029373571074,CorneliusAlxndr,Cooked the last bit of meat I had in my fridge last night. Plant based moving forward.
2020-12-23 17:17:50+00:00,1341795160292790272,heauxsvengeance,The struggles for people who want to be plant based vegans but live with meat eaters who only buy only meat and junk food :(
2020-12-23 15:59:58+00:00,1341775566190604294,Sarazonaa,I wish I had a nutrition mentor it’s kinda hard to transition form meat based to plant based
2020-12-23 14:59:38+00:00,1341760383053299712,ROYDONDADA,"Good morning ☀️ stop eating processed meat, go plant based, take seamoss and drink Alkaline water."
2020-12-23 14:01:47+00:00,1341745822795493380,VinnyHendrixx,"Plant based diet aren’t bad at all. Even though we’re carnivores I don’t believe our ancestors consume all the meat we do. We eat meat daily I’m sure they wasn’t hunting chicken, sabertooths all day. All this meat can’t be good."
2020-12-23 12:41:45+00:00,1341725681265209344,saidaidman,I think I’m going to go plant based with a dash of red meat to get my hair healthy healthy again.
2020-12-23 12:33:08+00:00,1341723512319455233,heruthehealer,This nigga just said you don’t have energy when you don’t eat meat🤦🏿‍♂️. Bruh it takes more energy for your body to break down meat than it does for a plant based diet
2020-12-23 12:25:54+00:00,1341721695867072514,LReasonings,"A VIRUS is any foreign DNA or RNA that enters the body so when you eat animals you're not exposing yourself to VIRUSES the meat of the animal is the VIRUS
When we consume FRUITS and PLANT based foods its like a baby to the breast of mother nature Breast nipple root system"
2020-12-23 11:08:06+00:00,1341702117048774657,afinazlkfl,this meat cartel issue is a call for me to start plant-based diet
2020-12-23 09:42:46+00:00,1341680638873636867,shobymo,JUBILANT FOODWORKS LTD HAS LAUNCHED A PIZZA WITH ‘PLANT-BASED MEAT’ TOPPINGS.
2020-12-23 08:45:22+00:00,1341666193845800960,gingermetcloves,"Simple incongruity that wouldn't have bothered me earlier, affects me now. For example, a while back it was okay if my meat eating friends pulled my leg over my plant based diet. Now I am okay if someone eats meat at the same table, but I wouldn't let them comment on me. Shoo! 🧹"
2020-12-23 08:07:18+00:00,1341656614261047298,zaccharybird,thought being a plant based meat developer would be glam but it’s just my friends texting me to see if they can eat nuggets after their expiry date
2020-12-23 08:00:11+00:00,1341654822861332482,kokoa_eco,"A plant based diet significantly lowers risk of high blood pressure by between 33% to 75% compared to meat and dairy based diets 🌱 

#eatsmart #vegan #plantbased"
2020-12-23 07:52:31+00:00,1341652894324441089,Eazee,Niggaz start their plant based diets and feel they’re smarter than everyone else. Start tweeting about politics &amp; race like ditching meat for 3 days made them solve all the mysteries of Earth 😂😂😂 STFU
2020-12-23 06:30:24+00:00,1341632230473543680,mehabecapital,"China: Burger King announced release of its first plant-based burger in China on Wednesday, following KFC, Starbucks and Dicos. Burger King's alternative meat products are provided by Unilever and will be sold in Beijing, Shanghai, Guangzhou and Hangzhou."
2020-12-23 04:21:53+00:00,1341599885351645185,chicalibrarian,"I’m worried about my liver &amp; my Doc says to try to eat a plant based diet but I’m not sure to what extent that means. Like, Impossible Whoppers and peanut brittle, those are cool? I rarely eat red meat &amp; I will happily lay off the chicken and eat fish instead. I bought a ready..."
2020-12-23 04:02:06+00:00,1341594907631210496,dufflebagboog,So I learned you can be “plant based” and still eat meat.
2020-12-23 03:32:23+00:00,1341587430470762497,MOONRlVERWALTZ,ever since becoming vegetarian i have this irrational fear that when i order beyond meat/ plant based meat substitutes they’re gonna put real meat in my food and not tell me 😭😭😭 idek why they would do that but i genuinely get so nervous and uncomfortable
2020-12-23 01:35:29+00:00,1341558011886792707,hoppyjolene,I saw a plant based section in a meat section!!! :D
2020-12-23 01:02:20+00:00,1341549670879911938,TheGreyPotato1,Guys!!! Goat-Inc just released their new all plant based beyond meat burbur.  OMG 😮
2020-12-22 22:14:26+00:00,1341507416819687428,TheMorganCruise,I had to legit overhaul my plant based lifestyle. Meatless does not equal healthy. A lot of meat and vegan alternatives are highly processed and high in sodium. I couldn’t figure out why my body still felt sluggish even though I didn’t meat. I had to look at the ingredients.
2020-12-22 21:23:26+00:00,1341494580554969088,bogusbogey,"Decreased my meat intake to about 1-2 meals a week as a treat. Cut out sodas, switched to oat milk and my body feels great. I dont plan to go full plant based at all but my body is thanking me for being more conscious of what im eating."
2020-12-22 20:49:43+00:00,1341486097491132416,travisxt_,"my family was eating meat right now, but I’m trying to go vegan and kindly said no thank you, and my dad said, why you being such a negative person because I didn’t order anything and he knows I ate my plant-based breakfast 😭😭"
2020-12-22 20:25:52+00:00,1341480094028550145,ingraataa_,"Even though beyond meat and the impossible meat are vegan, I will always prefer a home made plant based vegan meat alternative. My taste buds are rejecting processed vegan meats for some reason. Why am I being healthy 😩😩😩😩."
2020-12-22 17:52:00+00:00,1341441370922180608,satishwe,"Who is buying the plant based Meat burgers and pizzas ?
(NV -&gt;Non Vegetarian ,  V-&gt; Vegetarian )😉
@deepakvenkatesh @Prashanth_Krish @satishwe @contrarianEPS"
2020-12-22 14:30:43+00:00,1341390718191984649,lifewithmakalah,"My body told me that I need a break from meat. This week I’m working on doing more plant based meals 

The way my body &amp; skin has been out of wack the last few times I consumed meat (especially red meat)🥴🥴"
2020-12-22 13:12:41+00:00,1341371081026748418,VegetarianTrin1,"Reduce risk of the No. 1 killer – Heart Disease.
Vegetarian diets tend to be naturally lower in saturated fat and cholesterol and have a higher intake of plant nutrients than most meat-based diet. Vegetarians have been shown to have a 24% lower risk of dying of heart diseases"
2020-12-22 12:56:59+00:00,1341367127203328001,lepidopterrors,Had a dream there was a food called “sewer beef” where some sort of football sized bug lived in the sewer snd could be fried over an open flame in the larval or pupa stage to be eaten like lobster and it tasted like some sort of plant based meat replacement?
2020-12-22 12:27:31+00:00,1341359714152697857,7LadyQ,"$BYND BRIEF-FiveStar Gourmet Foods Launches New Taco Salad Featuring Plant-Based Beyond Meat
REUTERS 7:26 AM ET 12/22/2020 - SA"
2020-12-22 10:34:34+00:00,1341331288293318656,_pun_kin,"If veggie and vegan food is so fucking popular that the Supermarkets ""sell out"" immediately and the clearance section is FULL of meat, fish and dairy; why the fuck aren't we getting more plant based options!? 🎃"
2020-12-22 05:01:22+00:00,1341247437780873216,maaveena,"So, watching some random videos and stumbled on the Impossible meat , where it taste like beef eventhought it's actually all plant based. 

Soo.... Means, I can have beef without having beef right??? 

I want to taste burgerssssss 

🧐🧐"
2020-12-22 04:47:45+00:00,1341244008174108672,danielcaduff,let Beyondmeats change your perspective on plant-based meat products
2020-12-22 03:46:51+00:00,1341228682485096448,ericboomin,Anyone ever tried the plant based brand beyond meat ?? Is it good
