user,date,content
"{'username': '3rdHourTODAY', 'id': 1121205275392925699, 'displayname': '3rd Hour of TODAY', 'description': 'Fun, friends and a fresh take on the big stories. Start your morning with Al, Sheinelle, Craig and Dylan on the 3rd Hour of TODAY.', 'rawDescription': 'Fun, friends and a fresh take on the big stories. Start your morning with Al, Sheinelle, Craig and Dylan on the 3rd Hour of TODAY.', 'descriptionUrls': None, 'verified': True, 'created': datetime.datetime(2019, 4, 25, 0, 12, 23, tzinfo=datetime.timezone.utc), 'followersCount': 33599, 'friendsCount': 162, 'statusesCount': 13908, 'favouritesCount': 232, 'listedCount': 77, 'mediaCount': 4331, 'location': 'New York, NY', 'protected': False, 'linkUrl': 'https://today.com', 'linkTcourl': 'https://t.co/W6S6KXCzEL', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1391816628216684545/OJQ3mmYL_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1121205275392925699/1556639412', 'label': None}",2021,"You won’t find meat on the menu here! These new Mexican, Italian and soul food restaurants are all plant based, are all run by women of color and are all embracing a growing food movement. @WatchSavannah shares the story. https://t.co/8I2tNxdoBZ"
"{'username': 'WhittinghamTim', 'id': 472435655, 'displayname': 'Tim Whittingham', 'description': 'Quantocks Funerals Graves Bees Landscape History Poetry Sailing. Bunny Hugger, Trustee of CPRE Somerset, trustee of Friends of Quantock. Personal account.', 'rawDescription': 'Quantocks Funerals Graves Bees Landscape History Poetry Sailing. Bunny Hugger, Trustee of CPRE Somerset, trustee of Friends of Quantock. Personal account.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2012, 1, 23, 23, 14, 40, tzinfo=datetime.timezone.utc), 'followersCount': 289, 'friendsCount': 598, 'statusesCount': 5613, 'favouritesCount': 6822, 'listedCount': 5, 'mediaCount': 199, 'location': 'Somerset', 'protected': False, 'linkUrl': 'http://www.whittingham.me.uk', 'linkTcourl': 'https://t.co/SmPGSk5haG', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1396591070587260928/_wQAuDec_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/472435655/1622246099', 'label': None}",2021,"@Kathrynstyan @gordon_struth @wheat_daddy @Mrcspies Generally... plant based food is plants, not meat free meat."
"{'username': 'OFFICIALQURL', 'id': 47825219, 'displayname': 'QURL', 'description': 'Detroit-based DJ playing what you didn’t know you wanted to hear 😈 for inquires email mgmt@qurlofficial.com', 'rawDescription': 'Detroit-based DJ playing what you didn’t know you wanted to hear 😈 for inquires email mgmt@qurlofficial.com', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 6, 17, 2, 33, 34, tzinfo=datetime.timezone.utc), 'followersCount': 1305, 'friendsCount': 1051, 'statusesCount': 26459, 'favouritesCount': 62964, 'listedCount': 4, 'mediaCount': 327, 'location': 'Detroit, MI', 'protected': False, 'linkUrl': 'https://soundcloud.app.goo.gl/xTfWpUG6HHmyACrH8', 'linkTcourl': 'https://t.co/4JCaiK5IkN', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1446331210637135887/hs86icKl_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/47825219/1626146900', 'label': None}",2021,@RVailliencourt I didn’t even know they had plant based meat 👀👀👀👀
"{'username': 'triciaweir', 'id': 24082884, 'displayname': 'Tricia Weir', 'description': 'Food industry professional w/a love for all things food, health & wellness plus a passion for riding my bike.', 'rawDescription': 'Food industry professional w/a love for all things food, health & wellness plus a passion for riding my bike.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 3, 13, 0, 26, 2, tzinfo=datetime.timezone.utc), 'followersCount': 342, 'friendsCount': 213, 'statusesCount': 56309, 'favouritesCount': 1395, 'listedCount': 21, 'mediaCount': 19, 'location': 'Texas, USA', 'protected': False, 'linkUrl': 'http://www.linkedin.com/in/triciaweir', 'linkTcourl': 'http://t.co/mP2aAw225e', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/468908949/ls_1600_Riverwalk_normal.JPG', 'profileBannerUrl': None, 'label': None}",2021,How plant-based meat brands are getting the word out https://t.co/baPjprXi1W
"{'username': 'therealbestdamn', 'id': 750078931865182208, 'displayname': 'Best Damn Podcast | Jon Keen', 'description': '#BestDamnPodcast #BestDamnFam #BDP ""VOTED MOST HANDSOME ON A GOVT WATCHLIST"" YouTube- youtube.com/c/BestDamnPodc…', 'rawDescription': '#BestDamnPodcast #BestDamnFam #BDP ""VOTED MOST HANDSOME ON A GOVT WATCHLIST"" YouTube- https://t.co/OzAxs3x9CL', 'descriptionUrls': [{'text': 'youtube.com/c/BestDamnPodc…', 'url': 'https://www.youtube.com/c/BestDamnPodcastOfficial', 'tcourl': 'https://t.co/OzAxs3x9CL', 'indices': (86, 109)}], 'verified': False, 'created': datetime.datetime(2016, 7, 4, 21, 28, 47, tzinfo=datetime.timezone.utc), 'followersCount': 3032, 'friendsCount': 4928, 'statusesCount': 12874, 'favouritesCount': 7037, 'listedCount': 33, 'mediaCount': 2039, 'location': 'Cincinnati, OH', 'protected': False, 'linkUrl': 'https://www.thebestdamnpodcast.tv', 'linkTcourl': 'https://t.co/LfYwB5xhfI', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1447635633325944834/--QngHDI_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/750078931865182208/1549908300', 'label': None}",2021,"@everyone JOIN ME #LIVE TONIGHT 10:30PM EST. IMPOSSIBLE! PLANT BASED MEAT, HUMANOID TESLABOTS, ASSANGE TO U.S. AFTER SO LONG, AND SO MUCH MORE... #BestDamnPodcast #BDP #BestDamnFam #ImpossibleFoods #Teslabots #ElonMusk #JulianAssange"
"{'username': 'BamaTrolley', 'id': 704005892233162752, 'displayname': 'E.Tilley - 🥓President of The Bacon Coalition🥓', 'description': 'Reformed according to Sproul. US Army veteran. A depraved wretch set free. Married. Hard Tacomentarian. 🍴🌮🍴African Irishman. Troller of trolls.', 'rawDescription': 'Reformed according to Sproul. US Army veteran. A depraved wretch set free. Married. Hard Tacomentarian. 🍴🌮🍴African Irishman. Troller of trolls.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2016, 2, 28, 18, 10, 59, tzinfo=datetime.timezone.utc), 'followersCount': 523, 'friendsCount': 489, 'statusesCount': 15185, 'favouritesCount': 8739, 'listedCount': 2, 'mediaCount': 3915, 'location': 'Maine, USA', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1282769113329340418/oGeh-dCH_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/704005892233162752/1623855623', 'label': None}",2021,@Scott0020 @JesusMetal1689 We have these things called farm animals.   Plant based meat is what my meat eats.
"{'username': 'therealbestdamn', 'id': 750078931865182208, 'displayname': 'Best Damn Podcast | Jon Keen', 'description': '#BestDamnPodcast #BestDamnFam #BDP ""VOTED MOST HANDSOME ON A GOVT WATCHLIST"" YouTube- youtube.com/c/BestDamnPodc…', 'rawDescription': '#BestDamnPodcast #BestDamnFam #BDP ""VOTED MOST HANDSOME ON A GOVT WATCHLIST"" YouTube- https://t.co/OzAxs3x9CL', 'descriptionUrls': [{'text': 'youtube.com/c/BestDamnPodc…', 'url': 'https://www.youtube.com/c/BestDamnPodcastOfficial', 'tcourl': 'https://t.co/OzAxs3x9CL', 'indices': (86, 109)}], 'verified': False, 'created': datetime.datetime(2016, 7, 4, 21, 28, 47, tzinfo=datetime.timezone.utc), 'followersCount': 3032, 'friendsCount': 4928, 'statusesCount': 12874, 'favouritesCount': 7037, 'listedCount': 33, 'mediaCount': 2039, 'location': 'Cincinnati, OH', 'protected': False, 'linkUrl': 'https://www.thebestdamnpodcast.tv', 'linkTcourl': 'https://t.co/LfYwB5xhfI', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1447635633325944834/--QngHDI_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/750078931865182208/1549908300', 'label': None}",2021,"IMPOSSIBLE! https://t.co/gsYNBnThA4 via @YouTube JOIN ME #LIVE TONIGHT 10:30PM EST. IMPOSSIBLE! PLANT BASED MEAT, HUMANOID TESLABOTS, ASSANGE TO U.S. AFTER SO LONG, AND SO MUCH MORE... #BestDamnPodcast #BDP #BestDamnFam #ImpossibleFoods #Teslabots #ElonMusk #JulianAssange"
"{'username': 'Bhavik0880', 'id': 1497122971, 'displayname': 'Bhavik Patel', 'description': '#VotePPC #VoteNewBlueON\nPatriot Anti-Lockdown, Anti-mask\nThe Emergency Order is BS', 'rawDescription': '#VotePPC #VoteNewBlueON\nPatriot Anti-Lockdown, Anti-mask\nThe Emergency Order is BS', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2013, 6, 10, 1, 53, 40, tzinfo=datetime.timezone.utc), 'followersCount': 1414, 'friendsCount': 1953, 'statusesCount': 2857, 'favouritesCount': 47999, 'listedCount': 7, 'mediaCount': 45, 'location': 'Mississauga, Ontario', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1432889668417298432/P-8wWDPh_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1497122971/1627081562', 'label': None}",2021,"@LovesCanada8 Yeah since gyms are closed to those who won't show their papers I'm going back to my keto diet

He can eat his plant based meat.
More Meat for me😁"
"{'username': 'PizzaNova', 'id': 35318486, 'displayname': 'Pizza Nova', 'description': ""Since 1963, we've been making premium pizzas with only the highest quality ingredients. Thank you for Tasting The Difference!"", 'rawDescription': ""Since 1963, we've been making premium pizzas with only the highest quality ingredients. Thank you for Tasting The Difference!"", 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 4, 25, 21, 42, 30, tzinfo=datetime.timezone.utc), 'followersCount': 5480, 'friendsCount': 4110, 'statusesCount': 10116, 'favouritesCount': 4680, 'listedCount': 99, 'mediaCount': 2454, 'location': 'Ontario, Canada', 'protected': False, 'linkUrl': 'http://www.pizzanova.com', 'linkTcourl': 'https://t.co/OHRW1p8yTg', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1346196672125267969/PPpL1iR0_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/35318486/1522259874', 'label': None}",2021,"Looks like chicken. Tastes like chicken. 🌱 Completely plant-based. Our Plantollini Chick'n Bites are full of flavour and free of any meat.🧑🏽‍🍳  Made from simple plant ingredients, Plantollini is completely GMO-Free and 100% Vegan. https://t.co/2oclabMvlE"
"{'username': 'RobRubba', 'id': 214278383, 'displayname': 'Rob Rubba', 'description': 'Chef/Partner- Oyster Oyster, Vegetarian /sustainability advocate/ environmentalist,🥯 maker ☇ Instagram 📸: @robrubba @oysteroysterdc @bakersagaintsracism', 'rawDescription': 'Chef/Partner- Oyster Oyster, Vegetarian /sustainability advocate/ environmentalist,🥯 maker ☇ Instagram 📸: @robrubba @oysteroysterdc @bakersagaintsracism', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2010, 11, 11, 0, 51, 1, tzinfo=datetime.timezone.utc), 'followersCount': 595, 'friendsCount': 680, 'statusesCount': 2258, 'favouritesCount': 4661, 'listedCount': 10, 'mediaCount': 193, 'location': 'Washington, D.C.', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1448494998748635136/2F367lEn_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/214278383/1631285760', 'label': None}",2021,5) the convenience of pre-made ingredients has become a huge inconvenience for the climate and our pockets. From meat industry to the Plant based factory made foods.
"{'username': 'CivicScience', 'id': 18339274, 'displayname': 'CivicScience', 'description': ""We power the world's opinions and share them with the decision-makers who care. Reporters: DM us for up-to-the-minute insights for your pieces"", 'rawDescription': ""We power the world's opinions and share them with the decision-makers who care. Reporters: DM us for up-to-the-minute insights for your pieces"", 'descriptionUrls': None, 'verified': True, 'created': datetime.datetime(2008, 12, 23, 18, 47, 36, tzinfo=datetime.timezone.utc), 'followersCount': 52440, 'friendsCount': 3585, 'statusesCount': 18164, 'favouritesCount': 2092, 'listedCount': 363, 'mediaCount': 6891, 'location': 'Pittsburgh, PA', 'protected': False, 'linkUrl': 'http://www.civicscience.com', 'linkTcourl': 'http://t.co/TaRLddVUxx', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/880484850091917313/t8ryebGJ_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/18339274/1589316382', 'label': None}",2021,All of the consumer trends you need to know about plant-based meat products as a whole ⬇️  https://t.co/YoFRYT9Oxa
"{'username': 'AnimalOutlook', 'id': 19363528, 'displayname': 'Animal Outlook', 'description': 'Animal Outlook: Exposing truth. Inspiring change. Follow us today & join our efforts to build a kinder tomorrow. Retweets don’t equal endorsements.', 'rawDescription': 'Animal Outlook: Exposing truth. Inspiring change. Follow us today & join our efforts to build a kinder tomorrow. Retweets don’t equal endorsements.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 1, 22, 21, 46, 4, tzinfo=datetime.timezone.utc), 'followersCount': 47030, 'friendsCount': 1606, 'statusesCount': 14178, 'favouritesCount': 18536, 'listedCount': 683, 'mediaCount': 4052, 'location': 'Washington, DC', 'protected': False, 'linkUrl': 'https://animaloutlook.org', 'linkTcourl': 'https://t.co/1k5gxMJtPE', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1219628685642346497/xuZkNyOx_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/19363528/1608772851', 'label': None}",2021,Studies have shown that plant-based foods have much less of a negative climate impact compared to meat and animal products. Animal agriculture is both unethical and unsustainable. Learn more about the way animal products negatively impact the planet: https://t.co/jEyjxDmDLv https://t.co/ouNz4lV6cv
