user,date,content
"{'username': 'EdBlonski', 'id': 18004370, 'displayname': 'EdBlonski', 'description': 'Lutheran Pastor and Patriot. Passionate about sharing: Jesus, American exceptionalism, truth, justice, and White Sox. John 12:21 Please do not DM me.', 'rawDescription': 'Lutheran Pastor and Patriot. Passionate about sharing: Jesus, American exceptionalism, truth, justice, and White Sox. John 12:21 Please do not DM me.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2008, 12, 9, 22, 15, 55, tzinfo=datetime.timezone.utc), 'followersCount': 2738, 'friendsCount': 2881, 'statusesCount': 14393, 'favouritesCount': 8557, 'listedCount': 37, 'mediaCount': 2528, 'location': 'Northwest Suburbs of Chicago', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1449358784464306186/EosA7m0Q_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/18004370/1625481709', 'label': None}",2021,I enjoy plant-based meat. I eat cows that feed on plants.
"{'username': 'PhilthyLuxe', 'id': 696892001829134337, 'displayname': 'King Philthy', 'description': '#SelfMade #EastSideBaby #KDWithTheShooters #FallBackMusicGroup #TheNiggaTheyLoveToHate #PhilthyLuxe', 'rawDescription': '#SelfMade #EastSideBaby #KDWithTheShooters #FallBackMusicGroup #TheNiggaTheyLoveToHate #PhilthyLuxe', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2016, 2, 9, 3, 2, 55, tzinfo=datetime.timezone.utc), 'followersCount': 585, 'friendsCount': 3584, 'statusesCount': 3422, 'favouritesCount': 6195, 'listedCount': 0, 'mediaCount': 234, 'location': 'Chicago, IL', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1444995402445504516/mF2z8Vfu_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/696892001829134337/1634550775', 'label': None}",2021,Low key I been eating plant based meat these last couple days and I can say I might be joing the other side
"{'username': 'liberrocky', 'id': 16635604, 'displayname': 'Sympathy, Empathy, Dignity.', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2008, 10, 7, 19, 48, 45, tzinfo=datetime.timezone.utc), 'followersCount': 548, 'friendsCount': 1481, 'statusesCount': 74828, 'favouritesCount': 74495, 'listedCount': 36, 'mediaCount': 3843, 'location': 'Chicago', 'protected': False, 'linkUrl': 'http://liberrocky.blogspot.com', 'linkTcourl': 'https://t.co/TEZHzQkMuc', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/695482384/liberrocky-head-shot-blk-bg_normal.jpg', 'profileBannerUrl': None, 'label': None}",2021,A cow is plant based meat https://t.co/5BAnuJW5ZP
"{'username': 'RudiGourmand', 'id': 699098611058143232, 'displayname': 'RudiGourmand', 'description': 'Explorers and Purveyors  | \nChicago-based, Internationally-inspired  |\nCreators of PriorNotify PriorNotify.com', 'rawDescription': 'Explorers and Purveyors  | \nChicago-based, Internationally-inspired  |\nCreators of PriorNotify https://t.co/MF4I3QoPZQ', 'descriptionUrls': [{'text': 'PriorNotify.com', 'url': 'https://PriorNotify.com', 'tcourl': 'https://t.co/MF4I3QoPZQ', 'indices': (95, 118)}], 'verified': False, 'created': datetime.datetime(2016, 2, 15, 5, 11, 12, tzinfo=datetime.timezone.utc), 'followersCount': 3712, 'friendsCount': 3140, 'statusesCount': 13765, 'favouritesCount': 37144, 'listedCount': 107, 'mediaCount': 1921, 'location': 'Chicago, IL', 'protected': False, 'linkUrl': 'https://www.RudiGourmand.com', 'linkTcourl': 'https://t.co/zhxIn73Q3J', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1434160374299959298/94DfskAM_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/699098611058143232/1630438378', 'label': None}",2021,"@thethoughtcard As a veg, I'm seeing my plant based meat substitute prices increase, too!!"
"{'username': 'haleyvemealone', 'id': 25024256, 'displayname': '👻scary🎃 non dairy queen', 'description': 'newspaper tycoon', 'rawDescription': 'newspaper tycoon', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 3, 18, 3, 58, 40, tzinfo=datetime.timezone.utc), 'followersCount': 3950, 'friendsCount': 2165, 'statusesCount': 25080, 'favouritesCount': 172612, 'listedCount': 21, 'mediaCount': 1723, 'location': 'chicago', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1450178028445880321/uRXo0QlA_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/25024256/1623106380', 'label': None}",2021,"@ch1w33th3d0g Thank you! I think it’s fairly simple to save money while eating plant based, even with frequent indulgences in specialty meat subs. My parents did not really cook growing up and it’s all self taught 😇"
"{'username': 'ughhhkate', 'id': 93954275, 'displayname': 'skater tot', 'description': '𝖈𝖍𝖎𝖈𝖆𝖌𝖔 • 𝖘𝖜: @cryxxxbabyx', 'rawDescription': '𝖈𝖍𝖎𝖈𝖆𝖌𝖔 • 𝖘𝖜: @cryxxxbabyx', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 12, 1, 22, 4, 45, tzinfo=datetime.timezone.utc), 'followersCount': 3075, 'friendsCount': 506, 'statusesCount': 19130, 'favouritesCount': 23035, 'listedCount': 4, 'mediaCount': 1729, 'location': 'Chicago, IL', 'protected': False, 'linkUrl': 'http://onlyfans.com/cryxxxbaby', 'linkTcourl': 'https://t.co/6WJRvlvPuF', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1453735094661775361/DV3iUi72_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/93954275/1614089393', 'label': None}",2021,@plantbasedmeat Already am on it
"{'username': 'meat', 'id': 21006515, 'displayname': 'Wendy’s', 'description': 'british gay powerlifting software engineer 🏳️\u200d🌈 👬🏻 @_primmmm', 'rawDescription': 'british gay powerlifting software engineer 🏳️\u200d🌈 👬🏻 @_primmmm', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 2, 16, 17, 42, 34, tzinfo=datetime.timezone.utc), 'followersCount': 11146, 'friendsCount': 1236, 'statusesCount': 44882, 'favouritesCount': 106817, 'listedCount': 171, 'mediaCount': 3538, 'location': 'Chicago, IL', 'protected': False, 'linkUrl': 'http://meat.io', 'linkTcourl': 'https://t.co/563196gyxK', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1444736501284286467/UwIVFiLF_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/21006515/1635149444', 'label': None}",2021,@meatymcsorley plant-based creamy is a good twitter name
"{'username': 'fatisourfriend', 'id': 3331003209, 'displayname': 'Fat is our Friend', 'description': 'Losing our fear of healthy fats plays a major role in reversing chronic diseases such as obesity & T2DM. PHCUK patron. MPH Edinburgh; MBA Solvay.', 'rawDescription': 'Losing our fear of healthy fats plays a major role in reversing chronic diseases such as obesity & T2DM. PHCUK patron. MPH Edinburgh; MBA Solvay.', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2015, 6, 17, 8, 3, 35, tzinfo=datetime.timezone.utc), 'followersCount': 14433, 'friendsCount': 1986, 'statusesCount': 30866, 'favouritesCount': 19445, 'listedCount': 254, 'mediaCount': 3108, 'location': 'Belgium', 'protected': False, 'linkUrl': 'http://www.fatisourfriend.com', 'linkTcourl': 'http://t.co/5Q5PM6KxyT', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/729680872371294212/pXg--PFv_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/3331003209/1448954248', 'label': None}",2021,"@ft_content @Tesco You are just supporting the ultra-processed food industry.
""Tesco became the first UK retailer to commit to a 300% increase in sales of alternative-meat products by 2025 as part of a drive to increase both the availability and visibility of plant-based products in its stores."""
"{'username': 'trinault', 'id': 48005668, 'displayname': 'Trina Wilkinson 🌼', 'description': 'if love could’ve saved you, you would have lived forever 🤍 G 12/19/16-8/13/20', 'rawDescription': 'if love could’ve saved you, you would have lived forever 🤍 G 12/19/16-8/13/20', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2009, 6, 17, 15, 56, 19, tzinfo=datetime.timezone.utc), 'followersCount': 1992, 'friendsCount': 848, 'statusesCount': 58327, 'favouritesCount': 143724, 'listedCount': 9, 'mediaCount': 1414, 'location': 'Detroit-ish, MI', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1294314198911025152/29rK0N4H_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/48005668/1630003533', 'label': None}",2021,When Taco Bell is advertising a plant based menu and you get hype and your husband gets you a crunch wrap but the sour cream and cheese taste too good to be fake so you check and only the meat is plant based…
"{'username': 'MYRAJProsperity', 'id': 1444129792752771125, 'displayname': 'MYRAJ Prosperity Group', 'description': 'We help you live life on your own terms. Experience the sense of freedom that comes with being your own boss. Your dream life awaits you!', 'rawDescription': 'We help you live life on your own terms. Experience the sense of freedom that comes with being your own boss. Your dream life awaits you!', 'descriptionUrls': None, 'verified': False, 'created': datetime.datetime(2021, 10, 2, 2, 39, 53, tzinfo=datetime.timezone.utc), 'followersCount': 0, 'friendsCount': 1, 'statusesCount': 23, 'favouritesCount': 0, 'listedCount': 0, 'mediaCount': 23, 'location': 'Chicago, Illinois', 'protected': False, 'linkUrl': 'http://www.myrajprosperitygroup.com', 'linkTcourl': 'https://t.co/ZRGrV173Hd', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1444133733007872007/gy8bdDrr_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1444129792752771125/1633143924', 'label': None}",2021,"Science has proven that we are healthiest when we eat a plant-based diet, with some meat. This keeps your digestive system running smoothly, giving you energy to take on your day! https://t.co/VVOVvrCBRk"
